time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,train/policy_gradient_loss,train/n_updates,train/clip_range,train/clip_fraction,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss
127000,0.20000000298023224,1000.0,,,,,,-0.022214847154100426,620,0.2,0.196337890625,0.0003,-0.035392262041568756,0.0014171047544550674,0.016101668,0.7326506972312927,-5.677104850113392
128000,0.20000000298023224,1000.0,,,,,,,,,,,,,,,
129000,0.20000000298023224,1000.0,,,,,,,,,,,,,,,
129024,,,63,0.8940000000000002,967.47,24,5212,,,,,,,,,,
130000,0.20000000298023224,1000.0,,,,,,-0.021300137031357736,630,0.2,0.23056640625,0.0003,-0.02659168839454651,0.0019655330376735945,0.019869667,0.5940729379653931,-5.636770552396774
131000,0.20000000298023224,1000.0,,,,,,,,,,,,,,,
131072,,,64,0.9040000000000002,957.84,24,5294,,,,,,,,,,
132000,0.20000000298023224,1000.0,,,,,,-0.025769392205984332,640,0.2,0.225244140625,0.0003,-0.04473129287362099,0.0011404321686313778,0.019929836,0.7233253419399261,-5.63257936835289
133000,0.20000000298023224,1000.0,,,,,,,,,,,,,,,
133120,,,65,0.925,946.66,24,5376,,,,,,,,,,
134000,0.30000000447034836,1000.0,,,,,,-0.016999976462102495,650,0.2,0.19599609375,0.0003,-0.012029550969600677,0.0016706502646229638,0.015131448,0.6749550998210907,-5.641508886218071
135000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
135168,,,66,0.9450000000000002,936.1,24,5458,,,,,,,,,,
136000,0.30000000447034836,1000.0,,,,,,-0.024651905300561338,660,0.2,0.21015625,0.0003,-0.03609246015548706,0.0020547954539324566,0.017275026,0.6947370767593384,-5.629267674684525
137000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
137216,,,67,0.9640000000000002,926.17,24,5540,,,,,,,,,,
138000,0.30000000447034836,1000.0,,,,,,-0.024620519354357384,670,0.2,0.199658203125,0.0003,-0.04134082794189453,0.0010209786874384008,0.01730697,0.775068610906601,-5.452485758066177
139000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
139264,,,68,0.9880000000000001,891.75,24,5622,,,,,,,,,,
140000,0.30000000447034836,1000.0,,,,,,-0.022617057128809393,680,0.2,0.207958984375,0.0003,-0.04523753002285957,0.0016424231497694564,0.018250342,0.8455041944980621,-5.387177644670009
141000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
141312,,,69,0.9930000000000002,862.94,24,5703,,,,,,,,,,
142000,0.30000000447034836,1000.0,,,,,,-0.01802918942994438,690,0.2,0.19326171875,0.0003,-0.0038754944689571857,0.0016911269890442782,0.015901547,0.7828308194875717,-5.473942206799984
143000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
143360,,,70,1.0170000000000001,848.19,24,5785,,,,,,,,,,
144000,0.30000000447034836,1000.0,,,,,,-0.018488430039724335,700,0.2,0.199658203125,0.0003,-0.007639821153134108,0.0024336533635505473,0.016513597,0.5824629366397858,-5.4898353442549706
145000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
145408,,,71,1.038,817.73,24,5867,,,,,,,,,,
146000,0.30000000447034836,1000.0,,,,,,-0.02266295903536957,710,0.2,0.215576171875,0.0003,-0.040966980159282684,0.001999196026827121,0.017827243,0.6419031023979187,-5.421836538612842
147000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
147456,,,72,1.0679999999999998,801.53,24,5949,,,,,,,,,,
148000,0.30000000447034836,1000.0,,,,,,-0.012985513350577094,720,0.2,0.153759765625,0.0003,-0.03003610298037529,0.0018325419630400575,0.014182635,0.6748953461647034,-5.475938905775547
149000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
149504,,,73,1.092,774.59,24,6030,,,,,,,,,,
150000,0.30000000447034836,1000.0,,,,,,-0.016304100697743705,730,0.2,0.2115234375,0.0003,-0.025438394397497177,0.001963703722367427,0.021596052,0.7115576863288879,-5.262083521485328
151000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
151552,,,74,1.114,742.31,24,6112,,,,,,,,,,
152000,0.30000000447034836,1000.0,,,,,,-0.014979773040977307,740,0.2,0.192333984375,0.0003,-0.04516720771789551,0.002341560199874948,0.014607659,0.6639544665813446,-5.4041100814938545
153000,0.30000000447034836,1000.0,,,,,,,,,,,,,,,
153600,,,75,1.1440000000000001,664.72,24,6193,,,,,,,,,,
154000,0.5000000074505806,1000.0,,,,,,-0.02050306119781453,750,0.2,0.188525390625,0.0003,-0.04027608782052994,0.0030643368298115094,0.015603867,0.6836587190628052,-5.2090586617589
155000,0.5000000074505806,1000.0,,,,,,,,,,,,,,,
155648,,,76,1.1480000000000004,600.59,24,6275,,,,,,,,,,
156000,0.5000000074505806,1000.0,,,,,,-0.015380720637040213,760,0.2,0.168017578125,0.0003,-0.00020718714222311974,0.0020112998980039267,0.015565542,0.7105697691440582,-5.191105060279369
157000,0.5000000074505806,1000.0,,,,,,,,,,,,,,,
157696,,,77,1.1600000000000004,509.78,24,6357,,,,,,,,,,
158000,0.5000000074505806,1000.0,,,,,,-0.021765137209149542,770,0.2,0.226318359375,0.0003,-0.04741030931472778,0.002665664942469448,0.017645283,0.7609400898218155,-5.023923961818218
159000,0.5000000074505806,1000.0,,,,,,,,,,,,,,,
159744,,,78,1.1330000000000005,396.69,24,6439,,,,,,,,,,
160000,0.7000000104308128,1000.0,,,,,,-0.024855479982215913,780,0.2,0.234765625,0.0003,-0.028160784393548965,0.0033266431662923425,0.021139909,0.7331112623214722,-4.895087450742722
161000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
161792,,,79,1.0950000000000004,306.46,24,6521,,,,,,,,,,
162000,0.7000000104308128,1000.0,,,,,,-0.018872720425133594,790,0.2,0.198486328125,0.0003,-0.03186199441552162,0.0020933690089805167,0.015152764,0.8404115736484528,-4.936917185783386
163000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
163840,,,80,1.0600000000000003,246.48,24,6604,,,,,,,,,,
164000,0.7000000104308128,1000.0,,,,,,-0.019039300645818002,800,0.2,0.213818359375,0.0003,-0.023944858461618423,0.0036280654296206192,0.015763318,0.7284824252128601,-4.908885395526886
165000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
165888,,,81,1.0370000000000004,204.1,24,6687,,,,,,,,,,
166000,0.7000000104308128,1000.0,,,,,,-0.018723375810077415,810,0.2,0.201416015625,0.0003,-0.00502129876986146,0.0020167764532743604,0.019630827,0.8096763640642166,-4.862892132997513
167000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
167936,,,82,0.9860000000000003,147.0,24,6771,,,,,,,,,,
168000,0.7000000104308128,1000.0,,,,,,-0.027797277044737712,820,0.2,0.26708984375,0.0003,-0.046764977276325226,0.0006816219797656231,0.023592701,0.9512097761034966,-4.655603301525116
169000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
169984,,,83,0.9640000000000003,117.11,24,6855,,,,,,,,,,
170000,0.9000000134110451,9.0,,,,,,-0.015443980606505647,830,0.2,0.188330078125,0.0003,-0.006633775308728218,0.002877110011195327,0.015172035,0.8798639923334122,-4.518917074799537
171000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
172000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
172032,,,84,0.9460000000000005,95.14,24,6881,,,,,,,,,,
173000,0.9000000134110451,9.0,,,,,,-0.020166128576966,840,0.2,0.27158203125,0.0003,-0.011174448765814304,0.002457808368308179,0.020954926,0.8998965695500374,-4.345845849812031
174000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
174080,,,85,0.9380000000000003,68.66,25,6907,,,,,,,,,,
175000,0.9000000134110451,9.0,,,,,,-0.01710898801102303,850,0.2,0.233740234375,0.0003,-0.009762083180248737,0.0026193661536126457,0.019347735,0.915489949285984,-4.098465366661548
176000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
176128,,,86,0.9360000000000004,52.71,25,6933,,,,,,,,,,
177000,0.9000000134110451,9.0,,,,,,-0.018134850924252533,860,0.2,0.1916015625,0.0003,-0.011912752874195576,0.0024434724260572692,0.01651559,0.9290338307619095,-3.950762815028429
178000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
178176,,,87,0.9320000000000005,45.82,25,6959,,,,,,,,,,
179000,0.9000000134110451,9.0,,,,,,-0.01566944517835509,870,0.2,0.220654296875,0.0003,-0.028713952749967575,0.002341057864441609,0.015587157,0.9412241578102112,-3.8215092279016973
180000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
180224,,,88,0.9190000000000004,36.21,25,6986,,,,,,,,,,
181000,0.9000000134110451,9.0,,,,,,-0.028536927918321454,880,0.2,0.273095703125,0.0003,0.0004077590419910848,0.0010675451104589229,0.018289167,0.9752893932163715,-3.489029414206743
182000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
182272,,,89,0.9150000000000005,30.75,25,7012,,,,,,,,,,
183000,0.9000000134110451,9.0,,,,,,-0.013182379354839213,890,0.2,0.21640625,0.0003,-0.032936226576566696,0.003253023340721484,0.017049406,0.9281050562858582,-3.375472106039524
184000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
184320,,,90,0.9190000000000004,27.8,26,7038,,,,,,,,,,
185000,0.9000000134110451,9.0,,,,,,-0.019756210412015206,900,0.2,0.243408203125,0.0003,-0.0508917011320591,0.002521469686735145,0.0219648,0.9479366578161716,-3.1238927714526654
186000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
186368,,,91,0.9230000000000004,27.67,26,7065,,,,,,,,,,
187000,0.9000000134110451,9.0,,,,,,-0.01391458056459669,910,0.2,0.20244140625,0.0003,-0.005039163865149021,0.003132992721248229,0.021225568,0.9327163696289062,-3.2575300127267837
188000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
188416,,,92,0.9220000000000005,28.72,26,7091,,,,,,,,,,
189000,0.9000000134110451,9.0,,,,,,-0.013250621352926827,920,0.2,0.225537109375,0.0003,-0.023701975122094154,0.002720145402872731,0.019295864,0.9429579041898251,-3.024787740409374
190000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
190464,,,93,0.9140000000000004,21.08,26,7117,,,,,,,,,,
191000,0.9000000134110451,9.0,,,,,,-0.018397122173337267,930,0.2,0.26865234375,0.0003,-0.016520310193300247,0.002969804703138834,0.020508636,0.9503924772143364,-2.565646144002676
192000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
192512,,,94,0.9150000000000005,18.64,26,7144,,,,,,,,,,
193000,0.9000000134110451,9.0,,,,,,-0.011667937893071212,940,0.2,0.202001953125,0.0003,-0.04686165973544121,0.003436083436918125,0.021724809,0.9432583749294281,-2.2732234437018635
194000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
194560,,,95,0.9110000000000005,16.02,27,7170,,,,,,,,,,
195000,0.9000000134110451,9.0,,,,,,-0.02775072687654756,950,0.2,0.26689453125,0.0003,-0.05676719546318054,0.0012791896247904334,0.026122797,0.9782864414155483,-1.8845708455890418
196000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
196608,,,96,0.9150000000000005,17.68,27,7196,,,,,,,,,,
197000,0.9000000134110451,9.0,,,,,,-0.014796625814051367,960,0.2,0.162744140625,0.0003,-0.030237028375267982,0.0028510777119208795,0.017034458,0.9685568772256374,-2.219636680558324
198000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
198656,,,97,0.9060000000000005,13.54,27,7223,,,,,,,,,,
199000,0.9000000134110451,9.0,,,,,,-0.02122853621840477,970,0.2,0.257861328125,0.0003,-0.01662389375269413,0.001766385457085562,0.052789286,0.9723106492310762,-1.5429092846810817
200000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
200704,,,98,0.9040000000000004,14.05,27,7250,,,,,,,,,,
201000,0.9000000134110451,9.0,,,,,,-0.01693037471268326,980,0.2,0.16923828125,0.0003,-0.05020887404680252,0.0020893353287760874,0.015975554,0.9491756521165371,-1.4077007224783302
202000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
202752,,,99,0.9050000000000005,11.73,27,7276,,,,,,,,,,
203000,0.9000000134110451,9.0,,,,,,-0.01659723332268186,990,0.2,0.169580078125,0.0003,-0.03558272123336792,0.0016839846610480435,0.022546314,0.973962128162384,-0.9241390166804194
204000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
204800,,,100,0.9070000000000005,10.98,28,7302,,,,,,,,,,
205000,0.9000000134110451,9.0,,,,,,-0.023044564767042176,1000,0.2,0.1650390625,0.0003,-0.002082998398691416,0.001609294087387525,0.032111794,0.9760733488947153,-0.6881989752873778
206000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
206848,,,101,0.9000000000000005,19.99,28,7329,,,,,,,,,,
207000,0.9000000134110451,9.0,,,,,,-0.014668868473381735,1010,0.2,0.159912109375,0.0003,-0.018930938094854355,0.00015970052629938892,0.012021258,0.9944100226275623,-2.2583677530288697
208000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
208896,,,102,0.9080000000000004,10.4,28,7355,,,,,,,,,,
209000,0.9000000134110451,9.0,,,,,,-0.018966936302604154,1020,0.2,0.1794921875,0.0003,-0.05586839094758034,0.0019236022559312004,0.018475154,0.9812141619622707,-2.5076926395297052
210000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
210944,,,103,0.9080000000000004,10.05,28,7381,,,,,,,,,,
211000,0.9000000134110451,9.0,,,,,,-0.017439036030555143,1030,0.2,0.09072265625,0.0003,-0.02752727083861828,0.001914242227928753,0.02716925,0.9723621606826782,-0.8018461428582668
212000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
212992,,,104,0.9070000000000005,10.37,28,7408,,,,,,,,,,
213000,0.9000000134110451,9.0,,,,,,-0.015994232286902842,1040,0.2,0.12197265625,0.0003,-0.021357793360948563,0.0012824736456536812,0.017410189,0.9764790125191212,-0.8145885728299618
214000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
215000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
215040,,,105,0.9000000000000005,9.67,28,7434,,,,,,,,,,
216000,0.9000000134110451,9.0,,,,,,-0.019638833016506395,1050,0.2,0.094580078125,0.0003,-0.04325643181800842,0.00011525994597292311,0.044942062,0.9962567316833884,-0.4620718925260007
217000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
217088,,,106,0.9020000000000005,9.69,29,7460,,,,,,,,,,
218000,0.9000000134110451,9.0,,,,,,-0.03177990602562204,1060,0.2,0.299267578125,0.0003,-0.10941959917545319,0.00017362449228812692,0.06999803,0.9956769119016826,-2.0523192897439
219000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
219136,,,107,0.9000000000000005,9.55,29,7487,,,,,,,,,,
220000,0.9000000134110451,9.0,,,,,,-0.01684402124665212,1070,0.2,0.0603515625,0.0003,0.010417765937745571,0.0009622834440619954,0.015553225,0.9857666660100222,-0.5129171520471573
221000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
221184,,,108,0.9000000000000005,9.38,29,7513,,,,,,,,,,
222000,0.9000000134110451,9.0,,,,,,-0.01021224314463325,1080,0.2,0.159814453125,0.0003,-0.06987405568361282,3.710359328366053e-05,0.034884214,0.9973830943927169,-2.021928049623966
223000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
223232,,,109,0.9020000000000005,9.37,29,7539,,,,,,,,,,
224000,0.9000000134110451,9.0,,,,,,-0.01096669768448919,1090,0.2,0.02724609375,0.0003,0.0038387118838727474,0.0009811521574860649,0.003452737,0.9854483688250184,-0.22478289124555886
225000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
225280,,,110,0.9070000000000005,9.35,29,7566,,,,,,,,,,
226000,0.9000000134110451,9.0,,,,,,-0.012253988714655861,1100,0.2,0.037158203125,0.0003,-0.041411466896533966,0.0011338775887963948,0.0066595944,0.9827900994569063,-0.22212612880393862
227000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
227328,,,111,0.9000000000000005,9.36,29,7592,,,,,,,,,,
228000,0.9000000134110451,9.0,,,,,,-0.020640485757030546,1110,0.2,0.18974609375,0.0003,-0.0490373820066452,0.0016341971494625795,0.04098034,0.9739353749901056,-0.3542392509523779
229000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
229376,,,112,0.9000000000000005,9.7,30,7618,,,,,,,,,,
230000,0.9000000134110451,9.0,,,,,,-0.029270004518912172,1120,0.2,0.167724609375,0.0003,-0.06417497992515564,0.0006204804338267422,0.028383605,0.9894483964890242,-0.27425942281261084
231000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
231424,,,113,0.9010000000000005,9.33,30,7645,,,,,,,,,,
232000,0.9000000134110451,9.0,,,,,,-0.012446399762120563,1130,0.2,0.04892578125,0.0003,-0.037439942359924316,0.00011439328450304486,0.02122562,0.9866285556927323,-0.23954496774822473
233000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
233472,,,114,0.9000000000000005,9.55,30,7670,,,,,,,,,,
234000,0.9000000134110451,9.0,,,,,,-0.02349024018330965,1140,0.2,0.25263671875,0.0003,-0.022393103688955307,0.0006769602551059961,0.057355724,0.9924293807707727,-1.2593223091214896
235000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
235520,,,115,0.9060000000000005,9.33,30,7693,,,,,,,,,,
236000,0.9000000134110451,9.0,,,,,,-0.007193349796580151,1150,0.2,0.124853515625,0.0003,-0.044790200889110565,0.0015217713453580472,0.016773432,0.9822147507220507,-1.1455078868195414
237000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
237568,,,116,0.9010000000000005,9.67,30,7716,,,,,,,,,,
238000,0.9000000134110451,9.0,,,,,,-0.01564016967895441,1160,0.2,0.11865234375,0.0003,-0.032309792935848236,6.607796188262682e-05,0.022265775,0.9983121521072462,-0.18103039874695243
239000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
239616,,,117,0.9080000000000004,9.82,30,7739,,,,,,,,,,
240000,0.9000000134110451,9.0,,,,,,-0.013712974352529272,1170,0.2,0.095166015625,0.0003,0.003418407402932644,0.003506062041287805,0.016415555,0.94507722184062,-0.29341400098055603
241000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
241664,,,118,0.9060000000000005,9.68,31,7762,,,,,,,,,,
242000,0.9000000134110451,9.0,,,,,,-0.014463838614756242,1180,0.2,0.107421875,0.0003,-0.04647613316774368,0.0019235172882304142,0.017670533,0.9675128757953644,-0.2700739453546703
243000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
243712,,,119,0.9050000000000005,13.21,31,7785,,,,,,,,,,
244000,0.9000000134110451,9.0,,,,,,-0.00676069873443339,1190,0.2,0.1548828125,0.0003,-0.06888669729232788,0.002593336315067063,0.020885453,0.9652339406311512,-0.9224692745134234
245000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
245760,,,120,0.9060000000000005,9.93,31,7809,,,,,,,,,,
246000,0.9000000134110451,9.0,,,,,,-0.01263337945274543,1200,0.2,0.08369140625,0.0003,-0.027745500206947327,0.001062949175036465,0.008193323,0.9825140461325645,-0.4322324614506215
247000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
247808,,,121,0.9020000000000005,19.52,31,7831,,,,,,,,,,
248000,0.9000000134110451,9.0,,,,,,-0.011001941832364536,1210,0.2,0.15576171875,0.0003,0.02031954564154148,2.90686713391608e-05,0.018015549,0.9981713042361662,-2.080179238691926
249000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
249856,,,122,0.9000000000000005,9.49,31,7854,,,,,,,,,,
250000,0.9000000134110451,9.0,,,,,,-0.011399580788565799,1220,0.2,0.1349609375,0.0003,0.020680535584688187,9.140119020543125e-05,0.032687593,0.9988600572105497,-1.5227516198530793
251000,0.9000000134110451,9.0,,,,,,,,,,,,,,,
251904,,,123,0.9000000000000005,9.28,31,7878,,,,,,,,,,
